IMINE2-J-001	cvs オープンソース		241.53808900000004,	IRCE-Q-J-4S
IMINE2-J-001	cvs バージョン管理システム		202.29546799999997,0.3086581319877603	IRCE-Q-J-4S
IMINE2-J-001	cvs 企業		97.04383899999999,0.15746764000093622	IRCE-Q-J-4S
IMINE2-J-001	cvs 人物		54.778613,0.01625462962962963	IRCE-Q-J-4S
IMINE2-J-001	cvs ソフトウェア開発ツール		92.77914299999999,0.665183247202602	IRCE-Q-J-4S
IMINE2-J-001	cvs エセックス級航空母艦		115.81491800000002,1.35659464710854	IRCE-Q-J-4S
IMINE2-J-001	cvs コンピュータ		80.617357,1.1258812306306114	IRCE-Q-J-4S
IMINE2-J-001	cvs 薬局・薬店		47.429491,1.2163391842976687	IRCE-Q-J-4S
IMINE2-J-001	cvs 製造		12.038476,0.6522876658797521	IRCE-Q-J-4S
IMINE2-J-001	cvs 1945年竣工船		49.190335000000005,1.6580123084836602	IRCE-Q-J-4S
IMINE2-J-002	ゆずの楽曲		519.5341959999998,	IRCE-Q-J-4S
IMINE2-J-002	ゆず シングル		386.88454299999995,0.2010850975909914	IRCE-Q-J-4S
IMINE2-J-002	ゆず 北川悠仁が制作した楽曲		386.41475849999995,0.6889522120890466	IRCE-Q-J-4S
IMINE2-J-002	ゆず 人物		36.170109,0.17853009259259256	IRCE-Q-J-4S
IMINE2-J-002	ゆず 同名の地名		11.986378,0.4313064477371381	IRCE-Q-J-4S
IMINE2-J-002	ゆずのアルバム		243.51335599999996,1.4389512321166342	IRCE-Q-J-4S
IMINE2-J-002	ゆず 岩沢厚治が制作した楽曲		205.914561,1.8968304548433619	IRCE-Q-J-4S
IMINE2-J-002	ゆず 1947年設立の企業		12.154158,1.3226338530991795	IRCE-Q-J-4S
IMINE2-J-002	ゆず アルバム		96.986976,2.29834563110394	IRCE-Q-J-4S
IMINE2-J-002	ゆず ヘ長調の曲		72.5007315,2.237812448425711	IRCE-Q-J-4S
IMINE2-J-003	フェイト 人物		182.60361500000002,	IRCE-Q-J-4S
IMINE2-J-003	フェイト UFCの大会		113.389232,0.08357767489711934	IRCE-Q-J-4S
IMINE2-J-003	フェイト 2009年のアメリカ合衆国のスポーツ		45.690989,0.5115290449200889	IRCE-Q-J-4S
IMINE2-J-003	フェイト 批判		11.755409,0.015028935185185183	IRCE-Q-J-4S
IMINE2-J-003	フェイト WECの大会		45.850055,0.9597532007869984	IRCE-Q-J-4S
IMINE2-J-003	フェイト 化学の一覧		11.583363,0.6020149538644547	IRCE-Q-J-4S
IMINE2-J-003	フェイト Strikeforce王者		11.698256,0.6731372582827339	IRCE-Q-J-4S
IMINE2-J-003	フェイト コンピュータゲーム		45.91701499999999,1.5225698585196301	IRCE-Q-J-4S
IMINE2-J-003	フェイト 2009年の総合格闘技		45.690989,1.715334072544454	IRCE-Q-J-4S
IMINE2-J-003	フェイト オーラルコミュニケーション		11.536222,1.038865219419003	IRCE-Q-J-4S
IMINE2-J-004	壁紙 人物		163.99931000000004,	IRCE-Q-J-4S
IMINE2-J-004	壁紙 建築		148.88056500000002,0.010555555555555554	IRCE-Q-J-4S
IMINE2-J-004	壁紙 建築材料		148.88056500000002,0.09578515102559157	IRCE-Q-J-4S
IMINE2-J-004	壁紙 装飾		149.24537,0.2632312570102652	IRCE-Q-J-4S
IMINE2-J-004	壁紙 インテリア		149.271399,0.5312014132775792	IRCE-Q-J-4S
IMINE2-J-004	壁紙 企業		130.500142,0.6283940059868303	IRCE-Q-J-4S
IMINE2-J-004	壁紙 住宅関連企業		64.53953,0.7771904265728955	IRCE-Q-J-4S
IMINE2-J-004	壁紙 日本のイラストレーター		88.471079,1.2243370687596542	IRCE-Q-J-4S
IMINE2-J-004	壁紙 Leadの楽曲		73.09683000000001,1.7481424922130415	IRCE-Q-J-4S
IMINE2-J-004	壁紙 容器		12.033027,0.7188876669035831	IRCE-Q-J-4S
IMINE2-J-005	ワンピース 人物		234.160766,	IRCE-Q-J-4S
IMINE2-J-005	ワンピース ファッション		218.698617,0.030881076388888887	IRCE-Q-J-4S
IMINE2-J-005	ワンピース アウターウェア		216.21285600000002,0.3182226385108728	IRCE-Q-J-4S
IMINE2-J-005	ワンピース コンピュータゲーム		142.03078399999998,0.5929675338916514	IRCE-Q-J-4S
IMINE2-J-005	ワンピース 民族衣装		81.514459,0.5824320411669971	IRCE-Q-J-4S
IMINE2-J-005	ワンピース ニンテンドーDS用ソフト		63.79848200000001,0.8732112002586371	IRCE-Q-J-4S
IMINE2-J-005	ワンピース 設計		16.730602,0.3498030790027416	IRCE-Q-J-4S
IMINE2-J-005	ワンピース 水着		64.675262,1.3839965968841956	IRCE-Q-J-4S
IMINE2-J-005	ワンピース 服飾史		49.472644,1.3445831464596822	IRCE-Q-J-4S
IMINE2-J-005	ワンピース 自然保護活動家		15.813887,0.9069341364901108	IRCE-Q-J-4S
IMINE2-J-006	マック 人物		297.90547849999996,	IRCE-Q-J-4S
IMINE2-J-006	マックス・エー女優		181.11205940000002,0.06172839506172839	IRCE-Q-J-4S
IMINE2-J-006	マック 日本のAV女優		188.31663210000002,0.8275720402305106	IRCE-Q-J-4S
IMINE2-J-006	マック 英語の姓		163.85905209999999,1.3483523310855405	IRCE-Q-J-4S
IMINE2-J-006	マック 性風俗関係者		166.57029900000003,1.8399195243890218	IRCE-Q-J-4S
IMINE2-J-006	マック 人物の愛称		134.82265,1.5928911624607516	IRCE-Q-J-4S
