IMINE2-J-001	cvs オープンソース		241.53808900000004	IRCE-Q-J-5S
IMINE2-J-001	cvs バージョン管理システム		202.29546799999997	IRCE-Q-J-5S
IMINE2-J-001	cvs エセックス級航空母艦		115.81491800000002	IRCE-Q-J-5S
IMINE2-J-001	cvs 企業		97.04383899999999	IRCE-Q-J-5S
IMINE2-J-001	cvs ソフトウェア開発ツール		92.77914299999999	IRCE-Q-J-5S
IMINE2-J-001	cvs コンピュータ		80.617357	IRCE-Q-J-5S
IMINE2-J-001	cvs FLOSS		79.206374	IRCE-Q-J-5S
IMINE2-J-001	cvs 日本のコンビニ		70.769525	IRCE-Q-J-5S
IMINE2-J-001	cvs ソフトウェア		68.442578	IRCE-Q-J-5S
IMINE2-J-001	cvs KDE		56.257591000000005	IRCE-Q-J-5S
IMINE2-J-002	ゆずの楽曲		519.5341959999998	IRCE-Q-J-5S
IMINE2-J-002	ゆず シングル		386.88454299999995	IRCE-Q-J-5S
IMINE2-J-002	ゆず 北川悠仁が制作した楽曲		386.41475849999995	IRCE-Q-J-5S
IMINE2-J-002	ゆずのアルバム		243.51335599999996	IRCE-Q-J-5S
IMINE2-J-002	ゆず 岩沢厚治が制作した楽曲		205.914561	IRCE-Q-J-5S
IMINE2-J-002	ゆず オリコンアルバムチャート1位獲得作品		121.07690500000001	IRCE-Q-J-5S
IMINE2-J-002	ゆずの映像作品		120.90892200000002	IRCE-Q-J-5S
IMINE2-J-002	ゆず アルバム		96.986976	IRCE-Q-J-5S
IMINE2-J-002	ゆず ヘ長調の曲		72.5007315	IRCE-Q-J-5S
IMINE2-J-002	ゆず 2013年のシングル		60.5759825	IRCE-Q-J-5S
IMINE2-J-003	フェイト 人物		182.60361500000002	IRCE-Q-J-5S
IMINE2-J-003	フェイト UFCの大会		113.389232	IRCE-Q-J-5S
IMINE2-J-003	フェイト コンピュータゲーム		45.91701499999999	IRCE-Q-J-5S
IMINE2-J-003	フェイト WECの大会		45.850055	IRCE-Q-J-5S
IMINE2-J-003	フェイト 2009年のアメリカ合衆国のスポーツ		45.690989	IRCE-Q-J-5S
IMINE2-J-003	フェイト 2009年の総合格闘技		45.690989	IRCE-Q-J-5S
IMINE2-J-003	フェイト 2012年の総合格闘技		45.643841	IRCE-Q-J-5S
IMINE2-J-003	フェイト 2010年の総合格闘技		45.546948	IRCE-Q-J-5S
IMINE2-J-003	フェイト 2007年のアルバム		34.460059	IRCE-Q-J-5S
IMINE2-J-003	フェイト 2010年のアメリカ合衆国のスポーツ		34.24019	IRCE-Q-J-5S
IMINE2-J-004	壁紙 人物		163.99931000000004	IRCE-Q-J-5S
IMINE2-J-004	壁紙 インテリア		149.271399	IRCE-Q-J-5S
IMINE2-J-004	壁紙 装飾		149.24537	IRCE-Q-J-5S
IMINE2-J-004	壁紙 建築		148.88056500000002	IRCE-Q-J-5S
IMINE2-J-004	壁紙 建築材料		148.88056500000002	IRCE-Q-J-5S
