IMINE2-J-001	cvs オープンソース		241.53808900000004,	IRCE-Q-J-2S
IMINE2-J-001	cvs バージョン管理システム		202.29546799999997,0.3086581319877603	IRCE-Q-J-2S
IMINE2-J-001	cvs 企業		97.04383899999999,0.09460125253331712	IRCE-Q-J-2S
IMINE2-J-001	cvs 人物		54.778613,0.010833333333333332	IRCE-Q-J-2S
IMINE2-J-001	cvs ソフトウェア開発ツール		92.77914299999999,0.38670007281872765	IRCE-Q-J-2S
IMINE2-J-001	cvs エセックス級航空母艦		115.81491800000002,0.5652704714905818	IRCE-Q-J-2S
IMINE2-J-001	cvs コンピュータ		80.617357,0.43934488011322226	IRCE-Q-J-2S
IMINE2-J-001	cvs 薬局・薬店		47.429491,0.30265059784312304	IRCE-Q-J-2S
IMINE2-J-001	cvs ソフトウェア		68.442578,0.4557816300161764	IRCE-Q-J-2S
IMINE2-J-001	cvs 日本のコンビニ		70.769525,0.49192774495418784	IRCE-Q-J-2S
IMINE2-J-002	ゆずの楽曲		519.5341959999998,	IRCE-Q-J-2S
IMINE2-J-002	ゆず シングル		386.88454299999995,0.2010850975909914	IRCE-Q-J-2S
IMINE2-J-002	ゆず 北川悠仁が制作した楽曲		386.41475849999995,0.5306539455460912	IRCE-Q-J-2S
IMINE2-J-002	ゆず 人物		36.170109,0.1284722222222222	IRCE-Q-J-2S
IMINE2-J-002	ゆずのアルバム		243.51335599999996,0.5747049456647102	IRCE-Q-J-2S
IMINE2-J-002	ゆず 岩沢厚治が制作した楽曲		205.914561,0.5306539455460912	IRCE-Q-J-2S
IMINE2-J-002	ゆず 同名の地名		11.986378,0.18339901881544277	IRCE-Q-J-2S
IMINE2-J-002	ゆず 1947年設立の企業		12.154158,0.3004148820441882	IRCE-Q-J-2S
IMINE2-J-002	ゆず スポーツ音楽		11.935519,0.3035143705279957	IRCE-Q-J-2S
IMINE2-J-002	ゆず 子供への虐待を扱った作品		11.966665,0.30516952070443476	IRCE-Q-J-2S
IMINE2-J-003	フェイト 人物		182.60361500000002,	IRCE-Q-J-2S
IMINE2-J-003	フェイト UFCの大会		113.389232,0.031494341563786006	IRCE-Q-J-2S
IMINE2-J-003	フェイト 批判		11.755409,0.009868827160493825	IRCE-Q-J-2S
IMINE2-J-003	フェイト WECの大会		45.850055,0.437857309491508	IRCE-Q-J-2S
IMINE2-J-003	フェイト オーラルコミュニケーション		11.536222,0.16316928321662014	IRCE-Q-J-2S
IMINE2-J-003	フェイト 2009年のアメリカ合衆国のスポーツ		45.690989,0.4754516915250271	IRCE-Q-J-2S
IMINE2-J-003	フェイト 2009年の総合格闘技		45.690989,0.47613951403177857	IRCE-Q-J-2S
IMINE2-J-003	フェイト 2012年の総合格闘技		45.643841,0.47613951403177857	IRCE-Q-J-2S
IMINE2-J-003	フェイト Strikeforce王者		11.698256,0.18196507465471268	IRCE-Q-J-2S
IMINE2-J-003	フェイト 2010年の総合格闘技		45.546948,0.47613951403177857	IRCE-Q-J-2S
IMINE2-J-004	壁紙 人物		163.99931000000004,	IRCE-Q-J-2S
IMINE2-J-004	壁紙 建築		148.88056500000002,0.010555555555555554	IRCE-Q-J-2S
IMINE2-J-004	壁紙 装飾		149.24537,0.0662692901234568	IRCE-Q-J-2S
IMINE2-J-004	壁紙 建築材料		148.88056500000002,0.13584136607712716	IRCE-Q-J-2S
IMINE2-J-004	壁紙 インテリア		149.271399,0.21219465143157862	IRCE-Q-J-2S
IMINE2-J-004	壁紙 企業		130.500142,0.4416288120097093	IRCE-Q-J-2S
IMINE2-J-004	壁紙 住宅関連企業		64.53953,0.17541573416836795	IRCE-Q-J-2S
IMINE2-J-004	壁紙 日本のイラストレーター		88.471079,0.33414924485963843	IRCE-Q-J-2S
IMINE2-J-004	壁紙 シングル		73.09683000000001,0.4560267047311707	IRCE-Q-J-2S
IMINE2-J-004	壁紙 Leadの楽曲		73.09683000000001,0.5477110839062321	IRCE-Q-J-2S
IMINE2-J-005	ワンピース 人物		234.160766,	IRCE-Q-J-2S
IMINE2-J-005	ワンピース ファッション		218.698617,0.030881076388888887	IRCE-Q-J-2S
IMINE2-J-005	ワンピース アウターウェア		216.21285600000002,0.2192708333333333	IRCE-Q-J-2S
IMINE2-J-005	ワンピース コンピュータゲーム		142.03078399999998,0.4631408243750757	IRCE-Q-J-2S
IMINE2-J-005	ワンピース 民族衣装		81.514459,0.2372125667966861	IRCE-Q-J-2S
IMINE2-J-005	ワンピース 水着		64.675262,0.28246691487072045	IRCE-Q-J-2S
IMINE2-J-005	ワンピース 服飾史		49.472644,0.22726268259833754	IRCE-Q-J-2S
IMINE2-J-005	ワンピース 設計		16.730602,0.0934905692590226	IRCE-Q-J-2S
IMINE2-J-005	ワンピース 学校制服・衣料		32.850438,0.18168200481715666	IRCE-Q-J-2S
IMINE2-J-005	ワンピース エジプトの文化		33.551628,0.21866927887518806	IRCE-Q-J-2S
IMINE2-J-006	マック 人物		297.90547849999996,	IRCE-Q-J-2S
IMINE2-J-006	マックス・エー女優		181.11205940000002,0.06172839506172839	IRCE-Q-J-2S
IMINE2-J-006	マック 英語の姓		163.85905209999999,0.48273735752695845	IRCE-Q-J-2S
IMINE2-J-006	マック 日本のAV女優		188.31663210000002,0.6478955631582002	IRCE-Q-J-2S
IMINE2-J-006	マック 性風俗関係者		166.57029900000003,0.5666975308641976	IRCE-Q-J-2S
IMINE2-J-006	マック 人物の愛称		134.82265,0.5030092592592592	IRCE-Q-J-2S
IMINE2-J-006	マック 東京都出身の人物		108.92528730000001,0.4636328343303866	IRCE-Q-J-2S
IMINE2-J-006	マック 企業		94.43854970000001,0.4977604166666666	IRCE-Q-J-2S
IMINE2-J-006	マック IEC		7.259088,0.05169270833333333	IRCE-Q-J-2S
IMINE2-J-006	マック チャイドル		95.0183469,0.5566272023359865	IRCE-Q-J-2S
IMINE2-J-007	アルク 日本の出版社		134.82265,	IRCE-Q-J-2S
IMINE2-J-007	アルク 歴史		110.72457549999999,0.01207626028806584	IRCE-Q-J-2S
IMINE2-J-007	アルク 語学に関する出版社		134.82265,0.26110775832136285	IRCE-Q-J-2S
IMINE2-J-007	アルク 語学書		134.82265,0.2936642076731736	IRCE-Q-J-2S
IMINE2-J-007	アルク 杉並区の企業		134.82265,0.4522293221467733	IRCE-Q-J-2S
IMINE2-J-007	アルク 人物		51.06192899999999,0.06093449931412895	IRCE-Q-J-2S
IMINE2-J-007	アルク ザクセン＝アルテンブルク家		68.3865655,0.7133839833033263	IRCE-Q-J-2S
IMINE2-J-007	アルク 地名		8.607028,0.12435603426066148	IRCE-Q-J-2S
IMINE2-J-007	アルク 古都		8.482574,0.1627572016460905	IRCE-Q-J-2S
IMINE2-J-007	アルク ドイツ		25.8166765,0.40263310185185186	IRCE-Q-J-2S
IMINE2-J-008	ゾロアスター教		235.66440799999998,	IRCE-Q-J-2S
IMINE2-J-008	ゾロアスター教の神		233.5258295,0.3306695339257991	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 人物		62.006518,0.007680697278911564	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 邪神・悪神		110.360371,0.3851730572192488	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 数の比較		62.652978000000004,0.22448915645384274	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 儀式の火		24.725907,0.20437254019410017	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 神話		72.85163200000001,0.5002269345238095	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 聖地		12.310438,0.16005670618833248	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 通過儀礼		12.834714,0.18039965986394557	IRCE-Q-J-2S
IMINE2-J-008	ゾロ 20mm砲		24.929135000000002,0.25464352503659	IRCE-Q-J-2S
IMINE2-J-009	スバル 自動車		352.44827749999996,	IRCE-Q-J-2S
IMINE2-J-009	スバルの車種		282.8797055,0.09259173701012613	IRCE-Q-J-2S
IMINE2-J-009	スバル 人物		53.4188585,0.014969135802469134	IRCE-Q-J-2S
IMINE2-J-009	スバル 富士重工業		229.93784400000004,0.6146099126339452	IRCE-Q-J-2S
IMINE2-J-009	スバル 自動車の新製品		134.82265,0.35525749868199036	IRCE-Q-J-2S
IMINE2-J-009	スバル 富士重工業のディーラー		194.52364,0.5901994499857347	IRCE-Q-J-2S
IMINE2-J-009	スバル 富士重工業のエンジン		177.3335335,0.6112631155255812	IRCE-Q-J-2S
IMINE2-J-009	スバル 四輪駆動車		120.94591349999999,0.4470983610986082	IRCE-Q-J-2S
IMINE2-J-009	スバル 日本の自動車メーカー・ブランド		134.82265,0.5424152381933021	IRCE-Q-J-2S
IMINE2-J-009	スバル 自動車関連の一覧		27.112409,0.23636896379886826	IRCE-Q-J-2S
IMINE2-J-010	読売 江戸時代の文化		134.82265,0.011393229166666666	IRCE-Q-J-2S
